SP_ENTITY_NAME,SP_ENTITY_ID,SP_COMPANY_NAME,SP_COMPANY_STATUS,SP_COMPANY_TYPE,SPONSOR_BACKED_INFO,SP_COMPANY_NAME_CLEAN,reprisk_id,company_name,sectors,company_name_clean
"Drew Marine USA, Inc.",4334175,"Drew Marine USA, Inc.",Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [Court Square Capital Management, L.P.]

Prior Sponsor-Backed [J.F. Lehman and Company, LLC;Barings LLC;TJC LP]",drew marine usa,2199178,Drew Marine USA INC,Banks,drew marine usa
Drip Capital Inc.,6574597,Drip Capital Inc.,Operating,Private Company,"Pending or Current Sponsor-Backed [Sand Hill Angels, Inc.;Finistere Ventures, LLC;Calm Ventures;Accel Partners;Liquid 2 Venture LLC;CSC Upshot Ventures Management, LLC;Quiet Capital Management LLC;K3 Fund Management Company LLC;Renn Global Management LLC;Y Combinator Management, LLC;Peak XV Partners Operations LLC;Transpose Platform Management, LLC;GC1 Ventures;GMO Venture Partners, Inc.;Richmond View Ventures GmbH;Wing Venture Management, LLC;AVF Management LLC;Initialized Capital Management, LLC;Irongrey Co., Ltd.;Endeavor8]",drip capital,423653,Drip Capital Inc,Financial Services,drip capital
"DriverSide, Inc.",4396700,"DriverSide, Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [Hartford Ventures;Catamount Ventures Management LLC;AllegisCyber Capital],driverside,1490369,DriverSide Inc,Software and Computer Services,driverside
DriverUp Corp.,5292852,DriverUp Corp.,Operating,Private Company,"Pending or Current Sponsor-Backed [SF Capital Group, LLC;Emerald Development Managers, LP]

Prior Sponsor-Backed [RRE Ventures LLC]",driverup,1185078,Driverup,Personal and Household Goods,driverup
"Dropbox, Inc. (NASDAQGS:DBX)",4331134,"Dropbox, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Greylock Partners;Darwin Ventures, LLC;Wellington Partners Advisory AG;EB Exchange Funds, LLC;Valiant Capital Partners;Half Moon Capital, LLC;AF Square;Green Bay Ventures Manager, LLC;Quiet Capital Management LLC;RIT Capital Partners Plc (LSE:RCP) (LSE : RCP);Charles River Ventures, Inc.;Sequoia Capital Operations LLC;Industry Ventures, L.L.C.;TrueBridge Capital Partners, LLC;Benchmark;Signatures Capital, LLC;Juvo Capital, LLC;Institutional Venture Partners;Accel Partners;Lead Edge Capital Management, LLC;Queensbridge Venture Partners;Quadrille Capital;Botticello;T. Rowe Price Associates, Inc.;BlackRock, Inc. (NYSE:BLK) (NYSE : BLK);Index Ventures SA;Y Combinator Management, LLC;Slow Ventures LLC;Pear Ventures Management, LLC;Annox Capital;Northgate CFI, S. de R.L. de C.V.]

Prior Sponsor-Backed [Foundation Capital, LLC;GSV Asset Management, LLC;InvestX Financial (Canada) Ltd.;Rembrandt Venture Management LLC;Sherpalo Ventures;Xenon Partners;G Squared;Oneprime Capital LLC;Glynn Capital Management, LLC;Amidzad Partners;Salesforce Ventures, LLC;FJ Labs, Inc.;Cota Capital Management LLC;AyBe;All Blue Capital Ltd;Foundamental GmbH;SuRo Capital Corp. (NASDAQGS:SSSS) (NASDAQGS : SSSS);MicroVentures, Inc.;Plug and Play, LLC;Star Tech NG Ltd]",dropbox,104207,Dropbox Inc,Software and Computer Services,dropbox
"drugstore.com, inc. (NASDAQGM:DSCM)",4133002,"drugstore.com, inc.",Out of Business,Private Company,"Prior Sponsor-Backed [Integral Capital Partners;Kleiner Perkins Caufield & Byers;Cercano Management;T. Rowe Price Associates, Inc.;Baron Capital Management, Inc.;BAMCO, Inc.;Discovery Group Holding Company, LLC;Hearst Ventures;Maveron LLC;Tugboat Ventures, LLC;Samana Capital, L.P]",drugstorecom,34162,Drugstore.Com Inc,Retail,drugstorecom
"DSL.net, Inc. (OTCBB:DSLN)",4121473,"DSL.net, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Arrowhead Investment Management LLC;Focus Ventures;Columbia Capital, L.P.;Laurus Capital Management, LLC;Charles River Ventures, Inc.;Prism Venture Management, LLC;Hunt Private Equity Group, Inc.;Crosspoint Venture Partners;Oak Investment Partners;Tall Oaks Capital Partners, LLC;VantagePoint Capital Partners]",dslnet,1055298,"Dsl.Net, Inc.",Telecommunications,dslnet
"DSS Security, Inc.",4204239,"DSS Security, Inc.",Out of Business,Private Company,Never Sponsor-Backed,dss security,1051913,DSS Security,Telecommunications,dss security
"DST Asset Manager Solutions, Inc.",4041117,"DST Asset Manager Solutions, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [West Side Investment Management, Inc.]",dst asset manager solutions,2530704,DST Asset Manager Solutions Inc,Financial Services,dst asset manager solutions
"Dstillery, Inc.",4399714,"Dstillery, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [USVP Management Company, LLC;Coriolis Ventures;VR Adviser, LLC;Grit Capital Partners;Menlo Ventures Management, L.P.;NewSpring Capital, LLC;Cava Capital;Progress Ventures, Inc.;Contour Management, LLC;NewSpring Franchise]

Prior Sponsor-Backed [Escalate Capital Partners;InMedia Management AS]",dstillery,204309,Dstillery Inc,Software and Computer Services,dstillery
